nodo_id,nombre,distrito,tipo,latitud,longitud,demanda_paquetes,ventana_inicio,ventana_fin,prioridad
313,Punto Reparto 313,La Molina,punto_reparto,-12.079674,-76.955897,6,11,14,3
314,Punto Reparto 314,Rímac,punto_reparto,-12.021029,-77.015213,7,9,14,2
315,Cliente Final 315,Rímac,cliente_final,-12.05305,-77.049856,8,11,16,3
316,Hub Distribución 316,San Juan Lurig.,hub_distribución,-12.141305,-76.975129,66,11,20,3
317,Cliente Final 317,Lima Cercado,cliente_final,-12.037048,-77.047331,10,8,18,1
318,Punto Reparto 318,El Agustino,punto_reparto,-12.044061,-77.015843,8,11,18,3
319,Cliente Final 319,San Martín Porres,cliente_final,-12.042652,-77.086686,10,9,18,1
320,Punto Reparto 320,San Miguel,punto_reparto,-12.09776,-77.081542,26,9,18,3
321,Punto Reparto 321,Breña,punto_reparto,-12.067435,-77.064165,27,11,16,5
322,Punto Reparto 322,Rímac,punto_reparto,-12.017648,-77.041844,7,10,20,3
323,Cliente Final 323,Comas,cliente_final,-11.941197,-77.041816,3,8,20,5
324,Punto Reparto 324,San Juan Lurig.,punto_reparto,-12.148371,-76.994253,5,10,18,2
325,Punto Reparto 325,Chorrillos,punto_reparto,-12.181887,-77.017746,15,11,16,2
326,Punto Reparto 326,La Molina,punto_reparto,-12.083682,-76.939758,9,8,18,1
327,Punto Reparto 327,Jesús María,punto_reparto,-12.059754,-77.06297,29,8,18,5
328,Cliente Final 328,La Molina,cliente_final,-12.072091,-76.944825,10,11,16,2
329,Cliente Final 329,San Borja,cliente_final,-12.111659,-77.01318,10,9,20,1
330,Punto Reparto 330,Lurín,punto_reparto,-12.263029,-76.860265,16,9,20,5
331,Punto Reparto 331,Santa Anita,punto_reparto,-12.042388,-76.968851,29,11,16,5
332,Cliente Final 332,Villa María,cliente_final,-12.142534,-76.959259,5,11,16,3
333,Punto Reparto 333,Lima Cercado,punto_reparto,-12.048,-77.046843,23,11,20,3
334,Cliente Final 334,Los Olivos,cliente_final,-11.971353,-77.058389,7,11,16,2
335,Cliente Final 335,Independencia,cliente_final,-11.982061,-77.050386,10,9,18,1
336,Punto Reparto 336,Breña,punto_reparto,-12.074417,-77.054129,20,10,14,5
337,Punto Reparto 337,Carabayllo,punto_reparto,-11.855617,-77.007797,8,10,14,2
338,Punto Reparto 338,Ate,punto_reparto,-12.019721,-76.888738,19,9,20,1
339,Punto Reparto 339,Callao,punto_reparto,-12.052603,-77.097226,12,11,18,1
340,Cliente Final 340,Lurín,cliente_final,-12.268129,-76.880133,1,11,18,2
341,Punto Reparto 341,Villa El Salvador,punto_reparto,-12.186447,-76.917787,7,10,16,1
342,Punto Reparto 342,El Agustino,punto_reparto,-12.021898,-76.992773,8,10,16,2
343,Hub Distribución 343,San Isidro,hub_distribución,-12.081054,-77.05995,66,11,16,4
344,Punto Reparto 344,Pachacámac,punto_reparto,-12.2455,-76.890972,24,8,14,1
345,Cliente Final 345,Ate,cliente_final,-12.020186,-76.918006,4,9,20,1
346,Punto Reparto 346,Los Olivos,punto_reparto,-12.011732,-77.079235,14,9,18,1
347,Hub Distribución 347,San Isidro,hub_distribución,-12.082964,-77.045862,60,11,20,1
348,Punto Reparto 348,Surco,punto_reparto,-12.127701,-76.993907,20,8,16,2
349,Almacén 349,Santa Anita,almacén,-12.07068,-76.943395,0,11,14,5
350,Cliente Final 350,San Juan Lurig.,cliente_final,-12.141265,-76.978553,4,11,16,1
351,Punto Reparto 351,Jesús María,punto_reparto,-12.058361,-77.018403,16,8,14,4
352,Punto Reparto 352,Carabayllo,punto_reparto,-11.866641,-77.034903,20,8,20,3
353,Cliente Final 353,Ate,cliente_final,-12.023625,-76.891316,1,10,14,3
354,Punto Reparto 354,Villa María,punto_reparto,-12.149986,-76.945212,28,8,18,2
355,Punto Reparto 355,San Isidro,punto_reparto,-12.085621,-77.049861,16,10,16,4
356,Punto Reparto 356,Rímac,punto_reparto,-12.035869,-77.042338,20,9,16,1
357,Almacén 357,Rímac,almacén,-12.04192,-77.054595,0,11,14,3
358,Punto Reparto 358,Chorrillos,punto_reparto,-12.145614,-77.026111,6,9,14,3
359,Cliente Final 359,Callao,cliente_final,-12.047018,-77.132087,5,11,20,3
360,Punto Reparto 360,San Isidro,punto_reparto,-12.083183,-77.057329,29,9,18,3
361,Punto Reparto 361,Carabayllo,punto_reparto,-11.861044,-77.007763,29,8,18,3
362,Cliente Final 362,Surco,cliente_final,-12.141329,-77.016348,6,11,20,4
363,Hub Distribución 363,Puente Piedra,hub_distribución,-11.883416,-77.057863,79,10,16,4
364,Punto Reparto 364,Rímac,punto_reparto,-12.023213,-77.031066,20,10,18,1
365,Punto Reparto 365,San Martín Porres,punto_reparto,-12.036174,-77.083976,18,8,20,5
366,Punto Reparto 366,Comas,punto_reparto,-11.926021,-77.057494,10,10,18,1
367,Cliente Final 367,Barranco,cliente_final,-12.121845,-77.002511,6,10,18,4
368,Punto Reparto 368,Pueblo Libre,punto_reparto,-12.049955,-77.078005,27,11,16,4
369,Punto Reparto 369,San Juan Lurig.,punto_reparto,-12.147088,-76.970199,19,8,18,5
370,Punto Reparto 370,Lurín,punto_reparto,-12.262208,-76.883778,13,8,14,4
371,Hub Distribución 371,San Juan Lurig.,hub_distribución,-12.158151,-76.975353,95,9,14,2
372,Punto Reparto 372,Carabayllo,punto_reparto,-11.900426,-77.011127,24,11,14,2
373,Cliente Final 373,Barranco,cliente_final,-12.163824,-77.002263,4,10,18,4
374,Cliente Final 374,San Miguel,cliente_final,-12.058794,-77.071224,1,9,20,3
375,Punto Reparto 375,San Juan Lurig.,punto_reparto,-12.157457,-77.000651,19,8,16,5
376,Cliente Final 376,San Juan Lurig.,cliente_final,-12.166366,-76.992012,7,10,18,2
377,Punto Reparto 377,Surco,punto_reparto,-12.147206,-77.020648,5,9,20,5
378,Cliente Final 378,Villa El Salvador,cliente_final,-12.200837,-76.961193,9,8,18,3
379,Hub Distribución 379,Rímac,hub_distribución,-12.028843,-77.032671,87,9,18,4
380,Cliente Final 380,Chorrillos,cliente_final,-12.153766,-77.03011,2,9,14,4
381,Cliente Final 381,San Borja,cliente_final,-12.105113,-77.012149,8,8,18,3
382,Cliente Final 382,Rímac,cliente_final,-12.013729,-77.023777,2,10,18,2
383,Cliente Final 383,Rímac,cliente_final,-12.010235,-77.021282,3,10,16,1
384,Hub Distribución 384,Chorrillos,hub_distribución,-12.160126,-77.013493,47,9,20,1
385,Cliente Final 385,San Juan Lurig.,cliente_final,-12.147364,-76.99707,9,10,20,5
386,Cliente Final 386,La Molina,cliente_final,-12.064908,-76.968138,10,8,14,3
387,Cliente Final 387,Villa El Salvador,cliente_final,-12.228557,-76.948244,8,11,20,5
388,Cliente Final 388,Barranco,cliente_final,-12.162262,-77.005802,3,10,14,4
389,Punto Reparto 389,Pachacámac,punto_reparto,-12.231627,-76.896681,26,10,16,5
390,Hub Distribución 390,Breña,hub_distribución,-12.056054,-77.029541,53,9,20,5
391,Punto Reparto 391,Callao,punto_reparto,-12.06801,-77.1113,6,8,16,3
392,Cliente Final 392,San Borja,cliente_final,-12.094408,-77.020151,3,10,16,3
393,Punto Reparto 393,Jesús María,punto_reparto,-12.071237,-77.02015,14,8,18,2
394,Punto Reparto 394,Breña,punto_reparto,-12.055269,-77.031999,22,10,16,3
395,Punto Reparto 395,Pueblo Libre,punto_reparto,-12.052839,-77.052306,22,8,16,5
396,Punto Reparto 396,San Miguel,punto_reparto,-12.086852,-77.076291,9,9,18,5
397,Hub Distribución 397,San Isidro,hub_distribución,-12.093391,-77.044506,33,8,14,5
398,Cliente Final 398,Ate,cliente_final,-12.052713,-76.891423,4,11,14,4
399,Punto Reparto 399,Puente Piedra,punto_reparto,-11.846556,-77.067517,25,10,18,4
400,Almacén 400,Villa María,almacén,-12.150487,-76.964871,0,11,18,4
401,Cliente Final 401,Barranco,cliente_final,-12.154119,-77.022268,1,9,20,4
402,Punto Reparto 402,Lince,punto_reparto,-12.075835,-77.039405,19,9,18,5
403,Punto Reparto 403,La Molina,punto_reparto,-12.058644,-76.948291,15,10,18,4
404,Cliente Final 404,La Molina,cliente_final,-12.100319,-76.92986,6,8,18,2
405,Cliente Final 405,Pachacámac,cliente_final,-12.245962,-76.892881,2,10,20,2
406,Cliente Final 406,La Molina,cliente_final,-12.075774,-76.955937,2,8,18,4
407,Cliente Final 407,Carabayllo,cliente_final,-11.897447,-77.033383,10,11,16,2
408,Punto Reparto 408,Comas,punto_reparto,-11.944014,-77.043074,15,10,16,2
409,Punto Reparto 409,Lince,punto_reparto,-12.096289,-77.012501,21,11,20,3
410,Punto Reparto 410,Lince,punto_reparto,-12.065295,-77.050202,5,8,20,5
411,Punto Reparto 411,Pachacámac,punto_reparto,-12.255443,-76.864417,12,9,18,1
412,Cliente Final 412,San Isidro,cliente_final,-12.079282,-77.03814,5,11,20,3
413,Cliente Final 413,Magdalena,cliente_final,-12.104924,-77.049869,1,8,20,2
414,Cliente Final 414,Puente Piedra,cliente_final,-11.856454,-77.062761,5,10,20,3
415,Punto Reparto 415,San Isidro,punto_reparto,-12.091189,-77.055238,17,8,16,3
416,Cliente Final 416,Magdalena,cliente_final,-12.068158,-77.062467,5,8,20,5
417,Punto Reparto 417,Pachacámac,punto_reparto,-12.232924,-76.891135,29,10,14,2
418,Punto Reparto 418,Surco,punto_reparto,-12.137722,-77.003185,17,10,18,5
419,Hub Distribución 419,San Juan Lurig.,hub_distribución,-12.16042,-77.00179,48,9,20,5
420,Punto Reparto 420,San Isidro,punto_reparto,-12.10905,-77.021922,6,8,16,3
421,Punto Reparto 421,Independencia,punto_reparto,-11.992239,-77.084419,20,11,16,5
422,Hub Distribución 422,Puente Piedra,hub_distribución,-11.875375,-77.081003,95,9,18,5
423,Cliente Final 423,El Agustino,cliente_final,-12.050417,-77.000251,3,11,18,5
424,Punto Reparto 424,El Agustino,punto_reparto,-12.026007,-77.033019,21,11,18,4
425,Cliente Final 425,Comas,cliente_final,-11.959753,-77.062898,1,10,18,1
426,Hub Distribución 426,Lurín,hub_distribución,-12.295875,-76.870056,69,8,20,3
427,Almacén 427,Breña,almacén,-12.051777,-77.050618,0,9,14,5
428,Punto Reparto 428,Lince,punto_reparto,-12.093677,-77.035814,10,11,16,2
429,Punto Reparto 429,San Isidro,punto_reparto,-12.104969,-77.06014,23,8,16,1
430,Punto Reparto 430,Pachacámac,punto_reparto,-12.237154,-76.890364,15,11,16,4
431,Punto Reparto 431,Rímac,punto_reparto,-12.019127,-77.016671,11,11,20,1
432,Hub Distribución 432,Rímac,hub_distribución,-12.045226,-77.051472,47,9,18,4
433,Cliente Final 433,Jesús María,cliente_final,-12.062976,-77.066721,7,10,16,4
434,Cliente Final 434,Callao,cliente_final,-12.078401,-77.115935,9,10,18,3
435,Cliente Final 435,Pueblo Libre,cliente_final,-12.056152,-77.050996,8,9,16,3
436,Punto Reparto 436,Magdalena,punto_reparto,-12.097227,-77.052559,14,9,18,3
437,Cliente Final 437,Rímac,cliente_final,-12.008859,-77.02932,4,11,18,4
438,Punto Reparto 438,San Juan Lurig.,punto_reparto,-12.162384,-76.972821,22,10,18,1
439,Punto Reparto 439,San Miguel,punto_reparto,-12.065321,-77.107619,26,11,20,3
440,Cliente Final 440,Los Olivos,cliente_final,-12.002645,-77.087023,3,10,14,3
441,Punto Reparto 441,Rímac,punto_reparto,-12.042639,-77.007907,7,10,20,3
442,Cliente Final 442,San Martín Porres,cliente_final,-12.035894,-77.055515,8,9,16,5
443,Cliente Final 443,Ate,cliente_final,-12.03009,-76.907232,9,10,16,1
444,Cliente Final 444,Pueblo Libre,cliente_final,-12.088277,-77.036883,10,9,16,1
445,Cliente Final 445,Lima Cercado,cliente_final,-12.037784,-77.046123,9,9,16,1
446,Punto Reparto 446,Surco,punto_reparto,-12.16839,-77.023167,18,10,20,1
447,Cliente Final 447,Lima Cercado,cliente_final,-12.047169,-77.012686,3,8,16,4
448,Punto Reparto 448,Breña,punto_reparto,-12.049765,-77.057325,20,11,16,3
449,Punto Reparto 449,El Agustino,punto_reparto,-12.046448,-76.985618,14,8,14,5
450,Punto Reparto 450,Villa María,punto_reparto,-12.145048,-76.937166,22,8,16,4
451,Cliente Final 451,Puente Piedra,cliente_final,-11.858737,-77.080667,3,8,20,4
452,Punto Reparto 452,San Borja,punto_reparto,-12.088365,-77.004414,28,10,14,1
453,Punto Reparto 453,Santa Anita,punto_reparto,-12.042282,-76.941282,23,8,18,3
454,Cliente Final 454,Pachacámac,cliente_final,-12.225852,-76.865422,9,11,16,5
455,Cliente Final 455,Pachacámac,cliente_final,-12.250422,-76.861209,5,9,14,3
456,Cliente Final 456,San Borja,cliente_final,-12.124416,-77.013623,8,10,16,1
457,Punto Reparto 457,San Martín Porres,punto_reparto,-12.035951,-77.052281,15,10,16,2
458,Punto Reparto 458,Pueblo Libre,punto_reparto,-12.087338,-77.043163,25,11,20,5
459,Hub Distribución 459,El Agustino,hub_distribución,-12.039259,-77.017038,41,11,14,2
460,Cliente Final 460,La Molina,cliente_final,-12.100324,-76.950046,8,10,16,1
461,Punto Reparto 461,Ate,punto_reparto,-12.042093,-76.902163,17,9,20,3
462,Cliente Final 462,El Agustino,cliente_final,-12.026326,-77.028456,5,8,18,3
463,Punto Reparto 463,Rímac,punto_reparto,-12.030911,-77.044897,12,8,14,4
464,Punto Reparto 464,Santa Anita,punto_reparto,-12.063412,-76.960911,10,11,18,1
465,Punto Reparto 465,Breña,punto_reparto,-12.045456,-77.057056,14,10,16,2
466,Punto Reparto 466,La Molina,punto_reparto,-12.077643,-76.934261,20,9,20,5
467,Cliente Final 467,San Juan Lurig.,cliente_final,-12.176619,-77.003166,7,11,16,2
468,Cliente Final 468,Lima Cercado,cliente_final,-12.03711,-77.032368,10,8,20,5
469,Cliente Final 469,Rímac,cliente_final,-12.013316,-77.027432,6,8,14,1
470,Punto Reparto 470,Comas,punto_reparto,-11.954708,-77.069404,22,9,16,2
471,Cliente Final 471,El Agustino,cliente_final,-12.062146,-77.008442,9,11,14,2
472,Punto Reparto 472,Rímac,punto_reparto,-12.051633,-77.050595,23,11,14,5
473,Punto Reparto 473,Pachacámac,punto_reparto,-12.210306,-76.881192,30,8,20,2
474,Cliente Final 474,Jesús María,cliente_final,-12.096221,-77.060883,7,11,14,5
475,Cliente Final 475,Pachacámac,cliente_final,-12.208744,-76.896753,5,8,20,3
476,Punto Reparto 476,Comas,punto_reparto,-11.933044,-77.031604,5,9,14,1
477,Cliente Final 477,Lurín,cliente_final,-12.27722,-76.870558,6,8,14,1
478,Punto Reparto 478,Callao,punto_reparto,-12.074017,-77.141501,20,8,18,4
479,Cliente Final 479,San Borja,cliente_final,-12.098166,-77.015407,3,11,18,4
480,Cliente Final 480,Pachacámac,cliente_final,-12.208504,-76.892305,7,11,14,5
481,Punto Reparto 481,La Molina,punto_reparto,-12.086312,-76.926193,25,10,14,2
482,Cliente Final 482,Magdalena,cliente_final,-12.079569,-77.051394,7,9,16,1
483,Hub Distribución 483,Los Olivos,hub_distribución,-11.980838,-77.070141,32,10,20,5
484,Punto Reparto 484,Lurín,punto_reparto,-12.259555,-76.86647,22,11,16,2
485,Cliente Final 485,Pachacámac,cliente_final,-12.210453,-76.862524,6,9,18,2
486,Punto Reparto 486,Callao,punto_reparto,-12.070216,-77.110056,28,8,14,4
487,Cliente Final 487,Pueblo Libre,cliente_final,-12.067138,-77.08137,1,9,16,1
488,Cliente Final 488,Surco,cliente_final,-12.122029,-77.022289,10,8,20,5
489,Cliente Final 489,Lima Cercado,cliente_final,-12.049955,-77.012562,1,9,14,4
490,Cliente Final 490,Pachacámac,cliente_final,-12.228649,-76.860078,4,9,14,2
491,Cliente Final 491,Jesús María,cliente_final,-12.078093,-77.051948,5,9,18,5
492,Cliente Final 492,Pueblo Libre,cliente_final,-12.059308,-77.048586,6,9,18,2
493,Punto Reparto 493,Lima Cercado,punto_reparto,-12.048521,-77.015208,21,9,20,3
494,Punto Reparto 494,Ate,punto_reparto,-12.027776,-76.934712,6,9,20,5
495,Cliente Final 495,Lince,cliente_final,-12.091677,-77.041891,1,10,20,5
496,Punto Reparto 496,El Agustino,punto_reparto,-12.045572,-77.012565,27,11,20,2
497,Punto Reparto 497,Santa Anita,punto_reparto,-12.053237,-76.975537,17,9,20,2
498,Hub Distribución 498,Carabayllo,hub_distribución,-11.874828,-77.021589,58,10,16,4
499,Cliente Final 499,Callao,cliente_final,-12.057825,-77.124011,1,11,20,5
500,Almacén 500,Jesús María,almacén,-12.072346,-77.044341,0,9,20,2
501,Punto Reparto 501,Ate,punto_reparto,-12.037938,-76.91599,11,10,14,4
502,Hub Distribución 502,Carabayllo,hub_distribución,-11.875991,-77.02832,77,8,16,1
503,Cliente Final 503,Ate,cliente_final,-12.016756,-76.894351,7,8,14,2
504,Punto Reparto 504,Independencia,punto_reparto,-11.967224,-77.084088,29,9,20,2
505,Cliente Final 505,Carabayllo,cliente_final,-11.904622,-77.022626,6,10,14,2
506,Punto Reparto 506,Callao,punto_reparto,-12.068826,-77.096648,11,8,20,2
507,Punto Reparto 507,Rímac,punto_reparto,-12.006878,-77.039119,24,9,20,2
508,Punto Reparto 508,Magdalena,punto_reparto,-12.089906,-77.080461,15,10,20,4
509,Punto Reparto 509,Magdalena,punto_reparto,-12.098836,-77.053149,25,10,18,3
510,Cliente Final 510,San Juan Lurig.,cliente_final,-12.169435,-76.974483,9,11,20,1
511,Punto Reparto 511,Independencia,punto_reparto,-12.001369,-77.064323,28,11,18,2
512,Punto Reparto 512,San Juan Lurig.,punto_reparto,-12.175943,-76.970944,15,11,14,5
513,Punto Reparto 513,Carabayllo,punto_reparto,-11.878742,-77.019548,12,9,14,3
514,Cliente Final 514,Magdalena,cliente_final,-12.085834,-77.080472,10,11,18,2
515,Punto Reparto 515,Chorrillos,punto_reparto,-12.170823,-77.0072,15,9,20,5
516,Cliente Final 516,Comas,cliente_final,-11.962829,-77.043342,4,11,18,3
517,Cliente Final 517,Los Olivos,cliente_final,-11.984919,-77.054041,8,11,20,2
518,Hub Distribución 518,San Martín Porres,hub_distribución,-12.033596,-77.084398,75,9,16,5
519,Cliente Final 519,Lince,cliente_final,-12.089449,-77.019707,3,8,14,1
520,Cliente Final 520,Comas,cliente_final,-11.947329,-77.063156,1,8,20,2
521,Punto Reparto 521,Comas,punto_reparto,-11.95126,-77.033869,25,9,14,2
522,Hub Distribución 522,Miraflores,hub_distribución,-12.110723,-77.048423,57,11,18,1
523,Punto Reparto 523,Pueblo Libre,punto_reparto,-12.077112,-77.05737,25,11,20,1
524,Punto Reparto 524,Miraflores,punto_reparto,-12.107256,-77.01006,22,11,14,1
525,Hub Distribución 525,Jesús María,hub_distribución,-12.093514,-77.067118,65,10,14,5
526,Punto Reparto 526,Comas,punto_reparto,-11.934645,-77.047665,27,11,16,1
527,Punto Reparto 527,Callao,punto_reparto,-12.061455,-77.113276,8,9,16,2
528,Cliente Final 528,Pueblo Libre,cliente_final,-12.050311,-77.079878,9,10,18,3
529,Cliente Final 529,Independencia,cliente_final,-11.994784,-77.06359,7,8,18,4
530,Punto Reparto 530,Pachacámac,punto_reparto,-12.222378,-76.847437,23,9,16,3
531,Punto Reparto 531,Lima Cercado,punto_reparto,-12.065095,-77.019883,7,8,14,4
532,Punto Reparto 532,Villa El Salvador,punto_reparto,-12.221292,-76.961029,17,11,14,1
533,Punto Reparto 533,Rímac,punto_reparto,-12.00889,-77.047107,10,8,20,4
534,Punto Reparto 534,Breña,punto_reparto,-12.075567,-77.06085,30,10,14,5
535,Cliente Final 535,Callao,cliente_final,-12.055047,-77.139619,1,9,16,5
536,Cliente Final 536,Lince,cliente_final,-12.098314,-77.034699,5,8,14,3
537,Punto Reparto 537,Puente Piedra,punto_reparto,-11.862456,-77.078352,22,8,16,3
538,Cliente Final 538,Miraflores,cliente_final,-12.12745,-77.019726,4,9,20,1
539,Cliente Final 539,Santa Anita,cliente_final,-12.038808,-76.959011,3,9,20,5
540,Punto Reparto 540,El Agustino,punto_reparto,-12.04174,-77.031993,17,9,14,5
541,Cliente Final 541,San Martín Porres,cliente_final,-11.997119,-77.086235,6,8,14,4
542,Punto Reparto 542,Villa María,punto_reparto,-12.178353,-76.939309,7,10,20,3
543,Punto Reparto 543,Miraflores,punto_reparto,-12.121581,-77.015392,25,10,20,4
544,Cliente Final 544,Villa María,cliente_final,-12.155154,-76.926328,6,11,20,2
545,Punto Reparto 545,Lima Cercado,punto_reparto,-12.058568,-77.036134,23,11,14,5
546,Punto Reparto 546,Santa Anita,punto_reparto,-12.022276,-76.94055,30,9,14,1
547,Hub Distribución 547,Ate,hub_distribución,-12.012898,-76.908952,49,11,16,4
548,Punto Reparto 548,El Agustino,punto_reparto,-12.060544,-76.997236,16,8,14,1
549,Cliente Final 549,Santa Anita,cliente_final,-12.030597,-76.947799,8,10,18,1
550,Punto Reparto 550,La Molina,punto_reparto,-12.106692,-76.954444,7,9,20,4
551,Cliente Final 551,Magdalena,cliente_final,-12.096193,-77.088918,9,11,14,1
552,Punto Reparto 552,Barranco,punto_reparto,-12.14261,-77.031424,16,8,18,4
553,Punto Reparto 553,Miraflores,punto_reparto,-12.12174,-77.02317,14,11,20,1
554,Cliente Final 554,San Martín Porres,cliente_final,-11.99903,-77.070152,9,9,16,4
555,Cliente Final 555,San Borja,cliente_final,-12.090829,-77.015074,3,10,18,3
556,Punto Reparto 556,Lince,punto_reparto,-12.104182,-77.020828,9,8,16,4
557,Cliente Final 557,Ate,cliente_final,-12.011101,-76.891597,7,10,20,1
558,Punto Reparto 558,San Juan Lurig.,punto_reparto,-12.145498,-76.989766,13,9,20,5
559,Cliente Final 559,Pueblo Libre,cliente_final,-12.079551,-77.078024,4,11,14,2
560,Hub Distribución 560,Santa Anita,hub_distribución,-12.054595,-76.938119,30,11,18,5
561,Cliente Final 561,Villa El Salvador,cliente_final,-12.193876,-76.958374,6,11,18,4
562,Hub Distribución 562,Comas,hub_distribución,-11.918862,-77.050647,47,10,18,5
563,Punto Reparto 563,Rímac,punto_reparto,-12.01536,-77.047958,11,11,18,2
564,Punto Reparto 564,Villa El Salvador,punto_reparto,-12.215067,-76.957681,15,10,20,5
565,Punto Reparto 565,Independencia,punto_reparto,-12.011591,-77.083709,12,10,20,3
566,Cliente Final 566,Comas,cliente_final,-11.916844,-77.047524,7,10,14,5
567,Punto Reparto 567,Chorrillos,punto_reparto,-12.173375,-77.031909,23,9,14,4
568,Hub Distribución 568,Rímac,hub_distribución,-12.031624,-77.051417,56,11,18,1
569,Cliente Final 569,Comas,cliente_final,-11.954198,-77.044021,7,11,16,3
570,Cliente Final 570,Villa María,cliente_final,-12.180799,-76.963033,5,9,20,4
571,Cliente Final 571,Barranco,cliente_final,-12.14731,-77.043792,8,11,20,5
572,Cliente Final 572,Jesús María,cliente_final,-12.095411,-77.033548,7,8,18,5
573,Punto Reparto 573,Pueblo Libre,punto_reparto,-12.087741,-77.079588,25,8,14,2
574,Cliente Final 574,Lima Cercado,cliente_final,-12.055136,-77.051048,6,9,14,5
575,Cliente Final 575,Breña,cliente_final,-12.083785,-77.053129,7,10,20,1
576,Punto Reparto 576,Miraflores,punto_reparto,-12.103401,-77.022439,8,10,16,5
577,Punto Reparto 577,San Martín Porres,punto_reparto,-12.013805,-77.068648,21,9,20,3
578,Punto Reparto 578,Villa El Salvador,punto_reparto,-12.228464,-76.92067,19,9,18,1
579,Punto Reparto 579,Lince,punto_reparto,-12.100269,-77.043312,8,10,20,1
580,Cliente Final 580,Surco,cliente_final,-12.130623,-76.988019,3,10,18,3
581,Punto Reparto 581,Pachacámac,punto_reparto,-12.256448,-76.876192,30,9,20,3
582,Cliente Final 582,Lince,cliente_final,-12.10904,-77.048709,2,11,20,3
583,Punto Reparto 583,Barranco,punto_reparto,-12.163445,-77.019934,14,8,14,1
584,Cliente Final 584,Carabayllo,cliente_final,-11.904394,-77.04294,6,8,16,2
585,Punto Reparto 585,Jesús María,punto_reparto,-12.058223,-77.020321,10,9,18,5
586,Punto Reparto 586,Lurín,punto_reparto,-12.297513,-76.867602,19,9,20,2
587,Punto Reparto 587,San Borja,punto_reparto,-12.091182,-77.020596,25,11,20,1
588,Cliente Final 588,San Martín Porres,cliente_final,-12.037498,-77.078766,10,9,20,5
589,Punto Reparto 589,Lurín,punto_reparto,-12.279199,-76.876206,17,8,16,2
590,Cliente Final 590,Ate,cliente_final,-12.032028,-76.895749,2,8,16,3
591,Punto Reparto 591,El Agustino,punto_reparto,-12.017233,-76.995655,11,11,14,3
592,Punto Reparto 592,Lima Cercado,punto_reparto,-12.035893,-77.03422,20,10,20,5
593,Cliente Final 593,Villa El Salvador,cliente_final,-12.192956,-76.963079,10,8,18,3
594,Cliente Final 594,Carabayllo,cliente_final,-11.881926,-77.02314,8,9,18,5
595,Hub Distribución 595,San Miguel,hub_distribución,-12.057144,-77.079867,40,9,18,1
596,Punto Reparto 596,Villa María,punto_reparto,-12.185067,-76.94018,14,8,16,3
597,Cliente Final 597,Rímac,cliente_final,-12.016728,-77.031089,3,11,20,5
598,Cliente Final 598,La Molina,cliente_final,-12.106416,-76.96536,10,11,20,2
599,Almacén 599,Lince,almacén,-12.106396,-77.058137,0,9,16,4
600,Punto Reparto 600,Santa Anita,punto_reparto,-12.024075,-76.950025,9,9,18,4
601,Cliente Final 601,Pueblo Libre,cliente_final,-12.084873,-77.069215,1,10,14,4
602,Punto Reparto 602,La Molina,punto_reparto,-12.075431,-76.96034,11,11,20,4
603,Cliente Final 603,Lima Cercado,cliente_final,-12.06538,-77.023085,8,11,20,4
604,Punto Reparto 604,San Borja,punto_reparto,-12.120148,-77.024453,7,8,16,3
605,Cliente Final 605,San Isidro,cliente_final,-12.074107,-77.047028,5,9,18,2
606,Punto Reparto 606,Los Olivos,punto_reparto,-11.983767,-77.075903,19,11,14,5
607,Cliente Final 607,Surco,cliente_final,-12.165931,-76.993949,5,10,14,4
608,Punto Reparto 608,Magdalena,punto_reparto,-12.082005,-77.066785,11,11,14,2
609,Punto Reparto 609,Santa Anita,punto_reparto,-12.023476,-76.946964,6,11,18,3
610,Hub Distribución 610,Carabayllo,hub_distribución,-11.856001,-77.024906,41,11,14,2
611,Cliente Final 611,Chorrillos,cliente_final,-12.157596,-77.006912,10,10,20,2
612,Cliente Final 612,Pueblo Libre,cliente_final,-12.093295,-77.069787,3,9,16,1
613,Punto Reparto 613,San Miguel,punto_reparto,-12.090669,-77.093092,16,10,16,3
614,Cliente Final 614,Rímac,cliente_final,-12.03163,-77.026053,5,10,18,5
615,Punto Reparto 615,Puente Piedra,punto_reparto,-11.882965,-77.098925,26,8,16,4
616,Punto Reparto 616,Callao,punto_reparto,-12.036654,-77.110709,6,10,16,2
617,Cliente Final 617,Villa María,cliente_final,-12.147603,-76.923032,3,10,16,4
618,Cliente Final 618,Lince,cliente_final,-12.064054,-77.049088,3,10,20,4
619,Cliente Final 619,Pachacámac,cliente_final,-12.233973,-76.8549,2,8,20,5
620,Punto Reparto 620,San Martín Porres,punto_reparto,-12.006178,-77.062192,13,10,20,4
621,Cliente Final 621,El Agustino,cliente_final,-12.037749,-76.985767,10,8,14,4
622,Punto Reparto 622,Breña,punto_reparto,-12.084741,-77.070359,26,10,14,5
623,Punto Reparto 623,Villa El Salvador,punto_reparto,-12.198701,-76.924111,11,11,16,4
624,Cliente Final 624,Ate,cliente_final,-12.029707,-76.892965,6,10,18,5
625,Punto Reparto 625,San Miguel,punto_reparto,-12.074788,-77.082183,9,11,18,1
626,Cliente Final 626,San Isidro,cliente_final,-12.107623,-77.033549,2,11,14,1
627,Cliente Final 627,Callao,cliente_final,-12.037334,-77.111185,3,11,20,1
628,Almacén 628,Lurín,almacén,-12.294996,-76.871922,0,9,16,3
