origen,destino,distancia_km,tiempo_min,costo_sol,tipo_via,congestion
362,767,0.5146,5.48,1.61,carretera,alta
363,667,0.2159,5.3,1.32,carretera,alta
363,704,0.3742,5.22,1.09,jirón,media
363,826,1.0029,4.67,2.08,carretera,baja
363,12,1.0998,3.37,1.65,vía_expresa,media
363,247,1.1302,6.89,2.54,vía_expresa,baja
363,874,1.1379,6.36,2.41,carretera,alta
364,54,0.1906,2.87,0.67,vía_expresa,alta
364,269,0.2856,2.38,0.96,carretera,alta
364,424,0.3763,3.32,1.61,jirón,media
364,870,0.4076,4.89,1.94,avenida,media
364,462,0.4477,5.75,1.77,carretera,alta
364,379,0.6499,6.29,1.74,carretera,media
365,1207,0.2448,1.56,1.59,avenida,media
365,518,0.2903,4.9,1.37,vía_expresa,alta
365,200,0.3188,3.93,2.16,jirón,media
365,1330,0.5196,3.1,2.28,avenida,baja
365,588,0.5854,4.84,1.87,vía_expresa,media
365,319,0.7783,2.57,1.51,jirón,media
366,865,0.4289,2.81,0.87,avenida,baja
366,84,0.4369,5.08,1.28,vía_expresa,baja
366,1123,0.8567,4.72,2.66,carretera,alta
366,50,0.9346,5.52,2.04,jirón,alta
366,1230,0.9856,5.62,1.77,avenida,baja
366,562,1.0902,6.88,2.01,carretera,baja
367,828,0.2033,3.59,0.97,vía_expresa,baja
367,270,0.2592,2.83,1.09,vía_expresa,baja
367,764,0.3366,2.07,2.18,carretera,baja
367,1250,0.4315,4.49,1.87,vía_expresa,baja
367,1195,0.541,5.71,1.27,jirón,media
367,1451,0.5857,2.56,2.4,carretera,alta
368,528,0.2075,4.18,1.63,avenida,baja
368,263,0.2873,5.07,2.02,avenida,baja
368,1336,0.4094,2.08,2.0,carretera,baja
368,940,0.4844,2.42,1.59,avenida,alta
368,1291,0.5179,5.1,2.11,vía_expresa,alta
368,817,0.7494,2.99,2.14,carretera,baja
369,1108,0.3303,3.09,0.92,jirón,media
369,1157,0.4833,5.19,1.73,carretera,alta
369,1436,0.6158,2.3,2.39,avenida,baja
369,400,0.6916,3.03,1.6,jirón,media
369,171,0.726,6.42,2.25,carretera,baja
369,316,0.8371,4.03,1.8,vía_expresa,baja
370,4,0.1133,4.46,1.76,vía_expresa,baja
370,1115,0.6078,2.89,1.95,vía_expresa,alta
370,340,0.7683,5.53,1.25,jirón,alta
370,581,1.0439,6.82,2.56,vía_expresa,media
370,1042,1.1126,4.51,2.0,avenida,baja
370,769,1.2579,5.33,1.57,carretera,baja
371,238,0.5071,5.96,2.33,carretera,media
371,438,0.5453,5.09,0.97,carretera,media
371,960,0.7785,2.9,2.43,avenida,alta
371,1228,0.7945,3.13,1.92,carretera,baja
371,962,1.0113,5.52,1.41,carretera,baja
371,833,1.1305,4.51,2.69,carretera,baja
372,1038,0.5993,5.63,1.09,carretera,alta
372,862,1.0656,6.99,1.61,carretera,media
372,505,1.3353,7.67,2.06,vía_expresa,baja
372,1313,1.9303,8.76,2.69,vía_expresa,media
372,848,2.1209,8.2,2.91,avenida,media
372,1215,2.1515,6.61,3.4,jirón,alta
373,838,0.1189,3.65,1.88,carretera,baja
373,1229,0.2106,1.8,1.08,carretera,media
373,1102,0.2934,5.14,1.02,jirón,alta
373,39,0.3179,4.84,1.12,carretera,media
373,419,0.382,5.13,1.65,avenida,alta
373,834,0.3937,3.98,1.7,carretera,alta
374,1067,0.4135,4.46,1.0,vía_expresa,baja
374,702,0.526,3.3,2.26,avenida,alta
374,1495,0.527,3.39,2.06,jirón,baja
374,824,0.5431,2.46,2.38,avenida,baja
374,433,0.6753,5.92,1.14,carretera,media
374,168,0.6867,4.54,1.48,jirón,baja
375,1046,0.1921,2.72,0.94,avenida,alta
375,658,0.2562,4.76,1.42,jirón,baja
375,75,0.2918,4.53,1.98,jirón,media
375,692,0.3315,1.68,1.57,carretera,alta
375,419,0.352,4.88,1.96,jirón,media
375,39,0.4202,4.03,0.95,jirón,alta
376,607,0.216,4.1,0.97,carretera,media
376,1122,0.273,2.09,2.19,vía_expresa,alta
376,1371,0.3139,2.78,1.14,avenida,alta
376,173,0.386,3.45,1.8,vía_expresa,baja
376,747,0.5803,6.07,1.6,jirón,alta
376,224,0.7252,3.46,1.31,jirón,alta
377,91,0.2752,3.87,2.18,jirón,baja
377,280,0.4237,4.69,1.21,jirón,alta
377,734,0.4596,2.11,1.0,vía_expresa,baja
377,767,0.6142,6.09,1.44,avenida,alta
377,358,0.6197,2.25,1.34,avenida,alta
377,759,0.6622,2.38,1.22,jirón,media
378,923,0.0202,1.62,1.6,avenida,media
378,978,0.5162,3.33,1.56,carretera,media
378,897,0.6079,4.87,2.3,jirón,baja
378,1129,0.7286,4.01,1.4,jirón,media
378,561,0.8325,4.62,1.62,avenida,media
378,1360,0.8557,2.72,1.92,avenida,baja
379,1193,0.0201,4.03,1.3,jirón,media
379,1093,0.2291,1.9,1.13,carretera,media
379,424,0.3176,2.34,1.92,vía_expresa,alta
379,776,0.4829,2.23,1.59,carretera,alta
379,462,0.5371,2.97,1.26,carretera,media
379,269,0.5447,5.94,1.37,vía_expresa,baja
380,918,0.6027,3.96,1.21,jirón,alta
380,1101,0.6093,4.16,1.35,jirón,baja
380,721,0.6776,3.43,1.63,carretera,alta
380,179,0.7945,2.98,2.47,carretera,alta
380,401,0.8533,4.32,1.32,avenida,baja
380,734,0.8776,6.35,1.62,jirón,alta
381,733,0.2019,5.13,1.96,jirón,alta
381,524,0.3292,3.65,1.57,jirón,baja
381,751,0.4185,3.15,1.89,vía_expresa,alta
381,297,0.4253,3.22,1.58,jirón,baja
381,1356,0.6053,5.14,2.1,vía_expresa,media
381,1278,0.6247,5.03,1.44,jirón,alta
382,469,0.4002,3.41,2.1,carretera,baja
382,383,0.4739,3.47,1.84,jirón,media
382,437,0.8104,2.8,1.69,vía_expresa,baja
382,748,0.8125,4.75,1.93,vía_expresa,alta
382,1339,0.8229,2.71,1.31,jirón,baja
382,597,0.8623,4.37,1.3,vía_expresa,media
383,382,0.4739,4.09,2.01,avenida,alta
383,469,0.7515,6.46,1.96,jirón,baja
383,437,0.8875,5.73,1.58,avenida,baja
383,1386,0.924,3.87,2.66,vía_expresa,baja
383,1044,0.9637,6.89,2.28,vía_expresa,baja
383,748,1.0185,3.41,2.75,avenida,baja
384,1124,0.3402,4.9,1.98,jirón,baja
384,1368,0.5141,3.93,1.35,jirón,alta
384,742,0.6507,5.33,2.15,vía_expresa,baja
384,1264,0.6538,5.49,2.39,avenida,baja
384,872,0.7274,4.47,1.46,carretera,baja
384,611,0.7687,4.25,1.68,carretera,media
385,9,0.2473,3.72,0.96,avenida,alta
385,324,0.3261,3.94,1.78,jirón,baja
385,1031,0.5108,5.31,1.29,avenida,alta
385,288,0.5127,2.74,2.18,jirón,baja
385,145,0.5482,3.28,1.06,vía_expresa,baja
385,1406,0.6195,4.71,1.07,jirón,media
386,1469,0.0404,3.59,1.85,carretera,alta
386,778,0.1485,3.02,1.66,jirón,media
386,98,0.8024,4.12,1.44,avenida,alta
386,464,0.8033,3.31,2.45,vía_expresa,baja
386,253,0.8108,2.96,1.43,avenida,baja
386,281,0.8172,4.29,1.85,jirón,media
387,913,0.3395,4.53,1.86,carretera,media
387,1008,0.4538,2.54,2.38,jirón,media
387,296,0.5257,3.75,1.86,vía_expresa,media
387,1058,0.8746,4.01,2.15,avenida,baja
387,95,0.8772,4.38,1.81,vía_expresa,baja
387,868,1.1944,6.89,1.69,jirón,baja
388,373,0.4221,2.76,1.91,avenida,alta
388,39,0.4301,3.78,2.23,jirón,baja
388,692,0.4675,4.01,1.71,jirón,baja
388,419,0.4818,2.93,0.99,avenida,baja
388,838,0.5261,4.21,1.07,avenida,media
388,611,0.5327,3.11,1.78,jirón,baja
389,49,0.2465,3.2,1.98,jirón,baja
389,286,0.4535,5.12,1.22,avenida,alta
389,417,0.6197,2.83,1.69,vía_expresa,alta
389,1422,0.8379,5.21,1.33,carretera,media
389,430,0.9214,3.5,1.7,carretera,baja
389,234,1.1774,3.49,1.52,avenida,alta
390,394,0.2812,4.33,2.03,avenida,baja
390,1235,0.2964,2.88,1.89,avenida,baja
390,907,0.3443,4.44,1.51,avenida,media
390,231,0.3543,4.84,1.61,carretera,baja
390,989,0.3568,4.86,1.93,avenida,alta
390,199,0.4533,2.51,1.42,vía_expresa,alta
391,905,0.2325,1.93,2.07,carretera,media
391,486,0.2801,2.6,0.87,jirón,alta
391,959,0.385,4.44,1.64,carretera,media
391,295,0.4631,4.02,2.05,jirón,baja
391,439,0.4996,5.3,1.36,avenida,media
391,942,0.5535,3.62,1.03,vía_expresa,media
392,832,0.1969,1.5,1.57,avenida,alta
392,1224,0.3081,2.66,1.13,carretera,alta
392,1301,0.345,3.06,1.34,carretera,alta
392,587,0.362,2.32,1.37,avenida,baja
392,519,0.5535,3.76,2.17,jirón,media
392,967,0.5869,3.65,1.07,carretera,baja
393,979,0.2436,4.63,1.27,avenida,alta
393,1440,0.2638,4.38,1.66,avenida,media
393,1106,0.3557,2.54,1.42,vía_expresa,alta
393,206,0.4816,3.38,2.41,jirón,baja
393,856,0.5566,2.37,1.37,avenida,baja
393,1126,0.6055,5.67,1.39,avenida,alta
394,1235,0.1523,4.97,1.74,carretera,alta
394,390,0.2812,4.5,2.18,jirón,alta
394,231,0.3993,5.59,1.59,jirón,alta
394,989,0.4007,2.58,1.92,jirón,alta
394,790,0.4824,4.56,1.51,jirón,baja
394,907,0.5221,4.74,1.16,vía_expresa,alta
395,244,0.0904,3.89,1.67,carretera,media
395,1170,0.0913,2.37,0.61,vía_expresa,alta
395,275,0.1556,1.83,1.72,vía_expresa,baja
395,60,0.2094,1.84,2.12,carretera,baja
395,427,0.2183,3.28,0.75,vía_expresa,media
395,472,0.2294,5.24,1.64,jirón,media
396,1201,0.1334,5.05,1.17,carretera,baja
396,855,0.2505,2.25,1.9,carretera,media
396,573,0.3719,3.92,1.1,jirón,alta
396,514,0.4685,2.03,1.03,vía_expresa,media
396,508,0.5665,3.78,1.4,carretera,alta
396,1466,0.6553,4.61,2.28,avenida,baja
397,998,0.1205,4.16,1.15,jirón,media
397,272,0.2932,2.91,2.21,vía_expresa,alta
397,495,0.3423,5.01,0.88,carretera,baja
397,1364,0.4307,3.02,1.82,carretera,baja
397,57,0.4946,2.81,1.24,carretera,baja
397,652,0.5297,5.37,1.34,carretera,alta
398,248,1.0479,3.58,2.48,jirón,baja
398,986,1.317,3.99,2.69,vía_expresa,alta
398,1452,1.6526,6.17,3.22,avenida,alta
398,461,1.6609,4.52,3.38,jirón,alta
398,256,1.6701,4.71,2.94,vía_expresa,baja
398,220,1.8353,5.21,3.03,jirón,baja
399,1112,0.3408,5.21,2.07,avenida,baja
399,708,0.4528,5.58,1.8,vía_expresa,media
399,88,0.511,5.99,1.08,vía_expresa,alta
399,1247,0.8431,5.57,2.0,avenida,baja
399,40,1.2002,7.05,1.83,avenida,baja
399,414,1.2162,5.78,2.04,vía_expresa,baja
400,3,0.2798,3.76,1.99,avenida,baja
400,29,0.5454,4.84,1.46,vía_expresa,media
400,1108,0.5799,5.08,2.23,avenida,alta
400,171,0.6097,5.85,2.39,jirón,media
400,369,0.6916,3.85,2.28,jirón,baja
400,1436,0.7765,2.86,2.07,avenida,alta
401,721,0.2245,4.01,1.55,avenida,alta
401,997,0.279,2.73,1.08,vía_expresa,media
401,734,0.3627,5.08,1.69,vía_expresa,baja
401,26,0.3654,2.41,1.9,jirón,alta
401,179,0.472,4.35,1.12,jirón,media
401,91,0.5329,3.17,1.46,avenida,baja
402,1486,0.2451,2.51,0.76,carretera,baja
402,264,0.3637,3.81,1.42,avenida,media
402,412,0.4072,4.34,2.01,carretera,baja
402,245,0.4338,3.84,1.46,vía_expresa,alta
402,792,0.4735,2.13,1.94,avenida,alta
402,700,0.4737,2.46,2.07,avenida,baja
403,229,0.0839,4.94,1.88,avenida,alta
403,954,0.8841,6.31,1.79,vía_expresa,alta
403,1255,0.9768,3.31,2.64,avenida,media
403,560,1.1942,4.0,2.2,carretera,alta
403,62,1.2217,4.29,2.97,jirón,media
403,349,1.4403,7.47,2.26,vía_expresa,alta
404,891,0.5552,4.31,1.63,avenida,media
404,124,0.7192,4.94,1.84,jirón,alta
404,1266,1.234,4.31,2.34,carretera,media
404,1305,1.337,6.67,1.7,jirón,media
404,219,1.3729,7.33,1.67,vía_expresa,baja
404,1061,1.595,5.56,2.21,jirón,media
405,344,0.2137,1.61,1.03,carretera,alta
405,1174,0.2843,4.46,0.82,carretera,media
405,243,0.5465,4.86,0.99,avenida,alta
405,1456,0.6399,3.75,1.89,avenida,media
405,234,0.7034,3.55,1.37,avenida,alta
405,430,1.0169,7.02,2.85,jirón,media
406,1271,0.2512,4.53,1.77,vía_expresa,alta
406,313,0.4337,4.16,1.43,carretera,alta
406,602,0.4803,4.53,2.05,vía_expresa,baja
406,1448,0.5703,5.7,1.43,carretera,alta
406,304,0.7593,4.05,2.57,jirón,baja
406,1467,0.7705,3.86,1.31,avenida,alta
407,1215,0.2994,5.15,1.61,jirón,baja
407,848,0.4594,5.48,1.05,jirón,media
407,207,0.4672,5.06,2.06,vía_expresa,media
407,931,0.6037,4.46,2.45,avenida,media
407,162,1.0115,5.51,1.39,vía_expresa,baja
407,584,1.2954,5.18,1.78,vía_expresa,baja
408,1245,0.312,4.19,1.03,jirón,media
408,323,0.3418,3.93,2.28,jirón,alta
408,1188,0.5173,4.46,1.43,carretera,alta
408,1477,1.136,4.25,2.89,jirón,alta
408,569,1.1371,6.86,2.6,carretera,baja
408,526,1.1553,6.9,2.92,avenida,baja
409,1416,0.3474,5.3,1.64,vía_expresa,media
409,479,0.3787,1.88,2.03,jirón,media
409,1191,0.4503,4.26,1.42,jirón,media
409,1164,0.5616,4.77,1.12,vía_expresa,alta
409,297,0.5658,3.64,1.59,avenida,baja
409,555,0.6685,2.4,1.79,vía_expresa,baja
410,820,0.1327,3.95,1.64,jirón,baja
410,618,0.1836,4.6,1.13,carretera,baja
410,859,0.3155,2.64,1.06,carretera,media
410,1388,0.3284,3.82,1.14,carretera,alta
410,1460,0.3309,2.75,2.13,avenida,baja
410,888,0.4648,3.84,1.23,avenida,alta
411,1047,0.2245,4.86,1.34,vía_expresa,media
411,1232,0.3107,1.87,0.85,vía_expresa,alta
411,484,0.5088,2.83,1.05,jirón,alta
411,455,0.6582,3.66,2.51,avenida,baja
411,330,0.9566,6.69,1.88,avenida,alta
411,99,1.0386,5.67,1.5,avenida,alta
412,310,0.1575,2.6,1.31,jirón,alta
412,1486,0.3564,3.8,2.11,vía_expresa,alta
412,402,0.4072,3.46,1.06,carretera,baja
412,700,0.4305,4.41,1.27,vía_expresa,media
412,245,0.4448,3.66,1.3,jirón,baja
412,1420,0.4528,4.76,1.56,jirón,alta
413,1165,0.1462,2.91,1.92,jirón,alta
413,1499,0.2215,1.99,0.72,avenida,alta
413,582,0.4747,5.44,1.99,vía_expresa,media
413,750,0.5562,5.8,2.45,avenida,media
413,812,0.5846,2.26,2.4,carretera,baja
413,522,0.6637,6.21,1.36,vía_expresa,baja
414,40,0.3453,2.05,0.99,carretera,media
414,1247,0.5429,4.95,1.22,carretera,media
414,52,0.7116,2.86,1.92,avenida,media
414,88,0.819,2.68,2.47,jirón,alta
414,191,0.833,3.07,2.11,avenida,media
414,1167,0.8481,3.15,2.35,jirón,alta
415,722,0.0517,5.02,1.02,vía_expresa,media
415,1312,0.2833,3.75,2.21,vía_expresa,baja
415,261,0.3314,2.42,1.45,carretera,media
415,1200,0.3559,2.77,0.88,jirón,alta
415,1213,0.3843,3.06,1.04,vía_expresa,media
415,661,0.5939,4.23,2.46,avenida,media
416,321,0.2014,2.5,2.16,jirón,media
416,728,0.2794,2.38,1.11,avenida,media
416,651,0.3462,3.57,0.96,jirón,media
416,1203,0.3679,4.7,1.56,jirón,baja
416,109,0.3694,2.04,2.06,avenida,media
416,999,0.4029,5.38,1.73,jirón,baja
417,49,0.3765,4.27,1.21,vía_expresa,baja
417,430,0.4778,4.25,1.42,vía_expresa,alta
417,286,0.5415,4.83,1.62,vía_expresa,baja
417,389,0.6197,5.74,1.84,avenida,alta
417,234,0.8111,3.33,2.21,carretera,media
417,1422,0.9753,3.07,1.67,vía_expresa,alta
418,157,0.1403,1.37,1.8,vía_expresa,media
418,1409,0.3155,4.35,2.26,vía_expresa,media
418,1279,0.3652,4.53,1.41,vía_expresa,baja
418,89,0.3962,5.39,1.61,jirón,baja
418,18,0.4094,3.28,0.85,jirón,baja
418,151,0.4618,4.56,1.15,jirón,alta
419,692,0.0551,2.51,1.56,avenida,media
419,39,0.0685,3.85,1.55,avenida,media
419,1046,0.1675,3.49,1.31,avenida,alta
419,375,0.352,2.76,1.65,avenida,alta
419,838,0.3674,4.34,2.22,avenida,alta
419,373,0.382,2.32,1.68,vía_expresa,alta
420,720,0.2784,5.38,1.57,carretera,baja
420,788,0.5238,3.77,1.86,carretera,alta
420,556,0.5542,5.58,2.4,jirón,baja
420,283,0.6031,5.61,2.21,jirón,alta
420,576,0.6307,5.63,1.69,carretera,alta
420,22,0.6788,6.23,2.05,carretera,alta
421,277,0.3851,3.12,1.93,avenida,alta
421,541,0.5775,2.49,1.51,vía_expresa,baja
421,1401,0.7599,5.3,1.81,carretera,baja
421,1492,0.8211,3.58,2.01,vía_expresa,media
421,1077,0.8677,4.65,2.05,jirón,baja
421,892,0.9661,6.67,2.0,vía_expresa,baja
422,849,0.405,5.66,0.94,vía_expresa,media
422,861,0.6572,4.76,1.8,jirón,alta
422,756,0.88,5.06,1.9,vía_expresa,alta
422,1262,1.0287,6.44,2.63,jirón,media
422,1199,1.0661,5.2,1.7,avenida,alta
422,1179,1.0759,5.28,2.44,avenida,media
423,743,0.2662,4.11,1.75,jirón,media
423,1180,0.7669,2.74,1.56,avenida,alta
423,1240,0.8117,6.2,1.73,vía_expresa,media
423,1085,0.8276,5.57,1.7,vía_expresa,alta
423,1150,0.9134,2.98,2.29,jirón,media
423,30,0.9617,6.52,1.58,carretera,media
424,269,0.2284,2.53,0.97,vía_expresa,media
424,379,0.3176,4.01,1.06,carretera,alta
424,1193,0.3338,2.84,1.74,jirón,alta
424,364,0.3763,3.88,1.68,carretera,media
424,870,0.3837,5.09,1.16,jirón,alta
424,462,0.4975,5.84,2.31,avenida,media
425,1478,0.2757,3.17,1.13,carretera,baja
425,196,0.5068,4.15,1.44,vía_expresa,baja
425,843,0.6249,5.91,1.55,jirón,alta
425,993,0.7492,3.19,2.56,jirón,alta
425,1014,0.88,3.65,2.04,carretera,baja
425,470,0.9031,3.7,2.75,avenida,alta
426,628,0.2251,4.29,1.25,avenida,alta
426,813,0.3049,3.57,1.15,vía_expresa,alta
426,586,0.3229,2.94,1.69,vía_expresa,alta
426,267,0.4241,3.0,1.25,avenida,baja
426,96,0.9439,4.11,2.24,avenida,baja
426,182,0.9518,6.56,2.21,jirón,baja
427,472,0.0162,1.83,1.76,carretera,alta
427,275,0.0711,2.09,1.75,avenida,media
427,315,0.164,2.17,1.1,carretera,media
427,60,0.1648,3.14,1.13,carretera,baja
427,395,0.2183,1.87,1.78,carretera,alta
427,768,0.236,5.02,1.93,vía_expresa,alta
428,1238,0.22,4.82,1.47,jirón,media
428,572,0.3129,3.42,1.24,avenida,alta
428,682,0.3447,2.75,2.06,avenida,media
428,1390,0.3546,5.51,1.99,avenida,media
428,1428,0.4318,2.57,1.44,avenida,alta
428,1399,0.4681,4.3,1.61,avenida,alta
429,599,0.2694,4.47,0.93,vía_expresa,baja
429,1379,0.7724,3.63,1.35,carretera,media
429,195,0.8128,3.28,1.4,carretera,alta
429,698,0.9065,6.05,2.48,vía_expresa,media
429,474,0.9761,3.19,1.82,vía_expresa,media
429,1463,0.9938,5.14,1.76,jirón,baja
430,234,0.3355,3.64,1.29,carretera,alta
430,417,0.4778,5.53,1.33,carretera,alta
430,1174,0.7342,4.82,2.57,carretera,alta
430,49,0.7352,5.84,1.56,jirón,media
430,787,0.8929,6.62,2.62,avenida,alta
430,305,0.9054,4.52,1.77,jirón,baja
431,314,0.2643,5.06,0.79,carretera,media
431,1339,0.3958,4.35,1.72,jirón,baja
431,210,0.5314,5.9,1.15,avenida,media
431,1374,0.544,5.56,1.07,avenida,media
431,1274,0.6554,3.67,1.11,jirón,alta
431,1408,0.7041,4.94,1.93,jirón,alta
432,1453,0.2629,1.93,1.18,vía_expresa,media
432,804,0.3644,4.07,2.3,vía_expresa,baja
432,1246,0.4826,3.96,2.19,jirón,media
432,357,0.5005,3.8,1.88,vía_expresa,alta
432,67,0.5576,5.91,1.94,jirón,alta
432,901,0.5588,2.14,1.52,jirón,media
433,1495,0.202,2.56,2.1,avenida,alta
433,1067,0.2744,2.42,1.95,avenida,alta
433,1203,0.3722,2.28,2.07,jirón,baja
433,702,0.439,4.3,2.19,avenida,alta
433,1475,0.4745,3.17,1.04,vía_expresa,alta
433,327,0.5429,2.12,1.1,jirón,media
434,959,0.8912,3.83,1.5,vía_expresa,media
434,295,0.9285,2.95,1.54,vía_expresa,media
434,486,1.1122,5.3,1.58,vía_expresa,baja
434,391,1.2606,6.67,2.92,vía_expresa,media
434,35,1.3077,4.9,2.73,carretera,alta
434,1380,1.3862,6.28,2.4,vía_expresa,baja
435,574,0.1131,4.68,2.01,carretera,baja
435,244,0.3208,4.12,1.54,vía_expresa,media
435,60,0.3289,5.26,1.61,avenida,media
435,36,0.3306,1.87,2.08,vía_expresa,baja
435,1057,0.3368,4.26,1.05,vía_expresa,alta
435,1170,0.3478,2.56,1.46,jirón,alta
436,509,0.1901,4.0,2.11,avenida,media
436,1417,0.2619,2.25,0.96,jirón,alta
436,698,0.3144,3.28,1.02,avenida,alta
436,261,0.5018,3.71,1.42,avenida,alta
436,195,0.5877,3.39,1.83,jirón,baja
436,969,0.6797,5.95,1.57,carretera,alta
437,1044,0.2115,5.28,1.86,jirón,media
437,748,0.2599,3.74,1.18,vía_expresa,baja
437,1386,0.3629,3.68,1.78,vía_expresa,baja
437,469,0.5365,2.72,1.55,jirón,baja
437,382,0.8104,4.9,1.58,carretera,alta
437,383,0.8875,6.02,2.42,avenida,baja
438,371,0.5453,5.66,1.87,vía_expresa,baja
438,510,0.8046,3.36,1.45,avenida,baja
438,238,1.0499,3.32,1.76,vía_expresa,alta
438,273,1.0832,6.81,2.5,jirón,media
438,873,1.1051,6.04,2.67,jirón,alta
438,1430,1.1667,7.14,2.91,jirón,baja
439,942,0.0764,1.75,1.78,avenida,baja
439,905,0.3412,4.86,1.39,avenida,alta
439,899,0.361,2.48,0.86,avenida,media
439,1210,0.3967,4.84,1.57,vía_expresa,alta
439,391,0.4996,4.01,2.22,vía_expresa,media
439,486,0.6054,4.95,2.05,carretera,alta
440,227,0.0861,3.23,0.85,vía_expresa,baja
440,1400,0.2002,4.6,2.05,avenida,baja
440,187,0.2278,1.52,2.16,jirón,media
440,1256,0.5157,4.61,2.16,carretera,baja
440,541,0.6204,4.08,1.55,jirón,baja
440,1196,0.7025,5.89,1.95,avenida,baja
441,85,0.1519,4.42,1.59,jirón,alta
441,249,0.3166,5.4,1.89,avenida,baja
441,496,0.6025,3.42,1.73,jirón,baja
441,673,0.6147,4.68,1.32,avenida,alta
441,1370,0.6871,4.04,1.79,jirón,alta
441,447,0.7238,4.82,1.25,avenida,baja
442,1269,0.1494,2.89,1.58,jirón,baja
442,1166,0.2955,2.42,0.93,vía_expresa,media
442,457,0.3518,3.57,1.79,avenida,baja
442,1319,0.3925,4.21,1.95,avenida,baja
442,634,0.4251,2.3,1.47,jirón,baja
442,1163,0.5076,2.18,1.86,avenida,media
443,233,0.156,1.86,1.15,vía_expresa,baja
443,287,0.3012,2.39,1.69,jirón,baja
443,864,0.3575,2.89,1.09,vía_expresa,media
443,1001,0.7099,3.25,1.12,jirón,media
443,120,0.7764,5.16,2.16,carretera,alta
443,1007,0.7954,3.01,2.32,carretera,baja
444,260,0.247,1.9,1.14,vía_expresa,alta
444,1390,0.2908,3.68,2.13,avenida,alta
444,71,0.4746,4.61,2.38,jirón,alta
444,652,0.4795,3.11,1.1,jirón,alta
444,312,0.5042,5.4,2.42,carretera,alta
444,807,0.5103,3.54,2.12,avenida,baja
445,317,0.1548,4.17,1.48,carretera,baja
445,830,0.1757,4.47,1.52,avenida,baja
445,1423,0.2325,2.38,1.38,jirón,media
445,1114,0.2545,2.27,2.12,carretera,alta
445,1243,0.4062,3.28,1.31,jirón,baja
445,356,0.4634,5.31,1.28,avenida,alta
446,1385,0.4038,4.92,0.88,vía_expresa,baja
446,630,0.5062,3.7,1.47,jirón,media
446,583,0.6526,3.23,1.8,avenida,baja
446,1285,0.666,4.73,1.16,avenida,media
446,1367,0.6765,4.06,1.96,vía_expresa,baja
446,1089,0.7865,3.09,2.46,avenida,media
447,496,0.1781,2.63,2.08,jirón,alta
447,489,0.3101,4.15,0.77,carretera,baja
447,493,0.3128,2.62,0.95,carretera,media
447,134,0.3285,5.48,1.63,vía_expresa,media
447,1053,0.3574,3.41,1.98,avenida,media
447,318,0.4871,3.75,1.93,carretera,media
448,228,0.4201,2.98,2.12,jirón,media
448,465,0.48,3.88,1.07,carretera,media
448,804,0.5034,3.74,1.09,avenida,baja
448,654,0.5854,5.36,1.77,avenida,baja
448,138,0.6288,2.36,2.4,vía_expresa,alta
448,901,0.6306,3.18,1.71,carretera,baja
449,646,0.2859,3.53,1.38,avenida,alta
449,1131,0.5355,2.12,1.1,carretera,media
449,185,0.8317,3.09,2.1,avenida,media
449,1013,0.8375,5.49,1.91,jirón,alta
449,1240,0.8463,2.86,1.9,jirón,baja
449,621,0.9674,4.78,1.67,avenida,baja
450,749,0.2269,4.71,1.12,carretera,media
450,1299,0.282,2.76,1.94,jirón,baja
450,758,0.4794,4.77,0.94,vía_expresa,baja
450,715,0.6964,3.79,2.38,carretera,media
450,1073,0.8248,4.35,1.85,carretera,media
450,1372,0.9761,3.07,1.51,avenida,media
451,537,0.4842,2.76,1.92,jirón,alta
451,1358,0.5379,3.69,2.19,vía_expresa,media
451,1488,0.5657,5.48,2.32,vía_expresa,baja
451,1262,0.8342,2.98,2.09,jirón,baja
451,965,0.8847,5.57,1.96,avenida,baja
451,1375,1.0846,7.09,2.03,vía_expresa,baja
452,1056,0.7604,3.76,1.64,avenida,baja
452,1191,0.8393,5.86,1.29,vía_expresa,alta
452,1075,0.9811,4.83,2.7,avenida,baja
452,1079,1.1078,6.21,1.84,jirón,alta
452,1416,1.1129,6.3,2.27,carretera,alta
452,555,1.191,3.39,1.89,avenida,media
453,159,0.3764,4.89,0.88,avenida,alta
453,930,0.7617,3.71,2.39,vía_expresa,media
453,710,0.9096,5.95,2.07,vía_expresa,alta
453,1396,1.2811,4.46,1.69,vía_expresa,alta
453,1171,1.2905,5.34,1.78,vía_expresa,media
453,1211,1.309,6.03,2.74,avenida,media
454,161,0.258,5.15,2.15,jirón,baja
454,107,0.5327,4.01,2.38,vía_expresa,media
454,1498,0.6338,4.55,1.41,jirón,media
454,490,0.6588,4.07,1.38,carretera,alta
454,845,1.3148,5.9,1.79,vía_expresa,baja
454,784,1.317,3.9,2.85,carretera,baja
455,1232,0.5026,5.54,2.2,jirón,baja
455,1476,0.5165,2.89,1.02,vía_expresa,alta
455,411,0.6582,5.69,1.22,vía_expresa,baja
455,99,0.6887,5.74,2.08,avenida,alta
455,676,0.7714,5.76,2.1,avenida,alta
455,1047,0.8805,6.54,2.45,jirón,media
456,543,0.3693,4.48,1.94,vía_expresa,baja
456,1353,0.4534,5.5,1.01,vía_expresa,baja
456,1343,0.6793,5.28,1.88,carretera,alta
456,668,0.699,4.43,2.32,avenida,alta
456,875,0.7222,6.16,2.46,carretera,alta
456,666,0.7236,3.0,2.25,vía_expresa,media
457,1269,0.2091,3.51,1.78,jirón,alta
